species,Sample,treat,Order,feed,name,length
ENCA,ENCA4,C,ACAR,pred,ACARINA,1
ENCA,ENCA4,C,ACAR,pred,ACARINA,1.5
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,1
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,1
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,1.5
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA4,C,AUCH,herb,AUCHENORRHYNCHA,3.5
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,2
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,2
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA4,C,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA4,C,DIPT,herb,DIPTERA,1.5
ENCA,ENCA4,C,DIPT,herb,DIPTERA,2.5
ENCA,ENCA4,C,DIPT,herb,DIPTERA,2.5
ENCA,ENCA4,C,DIPT,herb,DIPTERA,3.5
ENCA,ENCA4,C,HYME,pred,HYMENOPTERA,4
ENCA,ENCA4,C,THYS,herb,THYSANURA,1
ENCA,ENCA5,C,ARAN,pred,ARANEAE,2
ENCA,ENCA5,C,ARAN,pred,ARANEAE,2
ENCA,ENCA5,C,AUCH,herb,AUCHENORRHYNCHA,1.5
ENCA,ENCA5,C,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA5,C,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA5,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA5,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA5,C,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA5,C,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA5,C,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA5,C,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA5,C,COLE,herb,COLEOPTERA,1
ENCA,ENCA5,C,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA5,C,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA5,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA5,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA5,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA5,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA5,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA5,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA5,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA5,C,HYME,pred,HYMENOPTERA,3
ENCA,ENCA5,C,STER,herb,STERNORRHYNCHA,1
ENCA,ENCA5,C,STER,herb,STERNORRHYNCHA,1.5
ENCA,ENCA6,T,ARAN,pred,ARANEAE,6.5
ENCA,ENCA6,T,ARCH,herb,ARCHAEOGNATHA,4.5
ENCA,ENCA6,T,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA6,T,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA6,T,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA6,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA6,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA6,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA6,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA6,T,AUCH,herb,AUCHENORRHYNCHA,3.5
ENCA,ENCA6,T,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA6,T,COLE,herb,COLEOPTERA,2
ENCA,ENCA6,T,HYME,pred,HYMENOPTERA,3
ENCA,ENCA6,T,HYME,pred,HYMENOPTERA,3.5
ENCA,ENCA6,T,STER,herb,STERNORRHYNCHA,1
ENCA,ENCA6,T,STER,herb,STERNORRHYNCHA,1.5
ENCA,ENCA6,T,STER,herb,STERNORRHYNCHA,2
ENCA,ENCA7,C,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA7,C,AUCH,herb,AUCHENORRHYNCHA,3.5
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA6,T,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,2.5
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,3
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA7,C,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA7,C,HYME,pred,HYMENOPTERA,3
ENCA,ENCA7,C,HYME,pred,HYMENOPTERA,3.5
ENCA,ENCA7,C,LEPI,herb,LEPIDOPTERA,8.5
ENCA,ENCA8,T,ARAN,pred,ARANEAE,3.5
ENCA,ENCA8,T,ARAN,pred,ARANEAE,4.5
ENCA,ENCA8,T,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA8,T,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA8,T,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA8,T,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA8,T,AUCH,herb,AUCHENORRHYNCHA,4
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,1.5
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,2
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,3
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,3
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,3
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,3
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,4
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,4
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,4
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,4
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,5
ENCA,ENCA8,T,COLE,herb,COLEOPTERA,6.5
ENCA,ENCA8,T,HETE,omni,HETEROPTERA,1
ENCA,ENCA8,T,HETE,omni,HETEROPTERA,2
ENCA,ENCA8,T,HETE,omni,HETEROPTERA,2
ENCA,ENCA8,T,HETE,omni,HETEROPTERA,6
ENCA,ENCA8,T,HYME,pred,HYMENOPTERA,3
ENCA,ENCA8,T,STER,herb,STERNORRHYNCHA,1
ENCA,ENCA8,T,STER,herb,STERNORRHYNCHA,1
ENCA,ENCA9,T,ARAN,pred,ARANEAE,3
ENCA,ENCA9,T,ARAN,pred,ARANEAE,4
ENCA,ENCA9,T,AUCH,herb,AUCHENORRHYNCHA,1
ENCA,ENCA9,T,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA9,T,AUCH,herb,AUCHENORRHYNCHA,2
ENCA,ENCA9,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ENCA,ENCA9,T,AUCH,herb,AUCHENORRHYNCHA,3
ENCA,ENCA9,T,AUCH,herb,AUCHENORRHYNCHA,3.5
ENCA,ENCA9,T,AUCH,herb,AUCHENORRHYNCHA,4.5
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,2
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,2
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,3
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,3
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,3.5
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,4
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,4.5
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,6
ENCA,ENCA9,T,COLE,herb,COLEOPTERA,7.5
ENCA,ENCA9,T,HETE,omni,HETEROPTERA,1
ENCA,ENCA9,T,HETE,omni,HETEROPTERA,1
ENCA,ENCA9,T,HYME,pred,HYMENOPTERA,1.5
ENCA,ENCA9,T,HYME,pred,HYMENOPTERA,1.5
ENCA,ENCA9,T,HYME,pred,HYMENOPTERA,1.5
ENCA,ENCA9,T,HYME,pred,HYMENOPTERA,4
ENCA,ENCA9,T,PSOC,herb,PSOCOPTERA,1.5
ENCA,ENCA9,T,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA1,C,AUCH,herb,AUCHENORRHYNCHA,1.5
ERFA,ERFA1,C,AUCH,herb,AUCHENORRHYNCHA,2
ERFA,ERFA1,C,AUCH,herb,AUCHENORRHYNCHA,2
ERFA,ERFA1,C,AUCH,herb,AUCHENORRHYNCHA,2
ERFA,ERFA1,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA1,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA1,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA1,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA1,C,COLE,herb,COLEOPTERA,2
ERFA,ERFA1,C,COLE,herb,COLEOPTERA,3.5
ERFA,ERFA1,C,DIPT,herb,DIPTERA,3
ERFA,ERFA1,C,DIPT,herb,DIPTERA,3.5
ERFA,ERFA1,C,HETE,omni,HETEROPTERA,3
ERFA,ERFA1,C,HETE,omni,HETEROPTERA,7
ERFA,ERFA1,C,HYME,pred,HYMENOPTERA,2.5
ERFA,ERFA1,C,HYME,pred,HYMENOPTERA,5.5
ERFA,ERFA1,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA1,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA1,C,STER,herb,STERNORRHYNCHA,1.5
ERFA,ERFA1,C,STER,herb,STERNORRHYNCHA,1.5
ERFA,ERFA1,C,STER,herb,STERNORRHYNCHA,1.5
ERFA,ERFA1,C,STER,herb,STERNORRHYNCHA,1.5
ERFA,ERFA1,C,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA1,C,HETE,herb,STERNORRHYNCHA,2
ERFA,ERFA1,C,HETE,herb,STERNORRHYNCHA,2
ERFA,ERFA1,C,HETE,herb,STERNORRHYNCHA,2
ERFA,ERFA1,C,HETE,herb,STERNORRHYNCHA,2
ERFA,ERFA1,C,HETE,herb,STERNORRHYNCHA,2
ERFA,ERFA1,C,HETE,herb,STERNORRHYNCHA,2
ERFA,ERFA1,C,HETE,herb,STERNORRHYNCHA,2
ERFA,ERFA10,T,ACAR,pred,ACARINA,1
ERFA,ERFA10,T,ACAR,pred,ACARINA,1.5
ERFA,ERFA10,T,ARAN,pred,ARANEAE,1.5
ERFA,ERFA10,T,ARAN,pred,ARANEAE,2
ERFA,ERFA10,T,ARAN,pred,ARANEAE,2
ERFA,ERFA10,T,ARAN,pred,ARANEAE,7.5
ERFA,ERFA10,T,AUCH,herb,AUCHENORRHYNCHA,2
ERFA,ERFA10,T,AUCH,herb,AUCHENORRHYNCHA,3
ERFA,ERFA10,T,AUCH,herb,AUCHENORRHYNCHA,3
ERFA,ERFA10,T,AUCH,herb,AUCHENORRHYNCHA,3
ERFA,ERFA10,T,COLE,herb,COLEOPTERA,5
ERFA,ERFA10,T,HETE,omni,HETEROPTERA,3
ERFA,ERFA10,T,HYME,pred,HYMENOPTERA,2
ERFA,ERFA10,T,HYME,pred,HYMENOPTERA,2
ERFA,ERFA10,T,HYME,pred,HYMENOPTERA,3
ERFA,ERFA10,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA10,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA10,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA10,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA10,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA10,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA10,T,HETE,herb,STERNORRHYNCHA,2
ERFA,ERFA10,T,HETE,herb,STERNORRHYNCHA,2
ERFA,ERFA10,T,HETE,herb,STERNORRHYNCHA,2
ERFA,ERFA10,T,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA10,T,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA10,T,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA10,T,THYS,herb,THYSANURA,0.5
ERFA,ERFA10,T,THYS,herb,THYSANURA,1.5
ERFA,ERFA10,T,THYS,herb,THYSANURA,3.5
ERFA,ERFA10,T,THYS,herb,THYSANURA,5.5
ERFA,ERFA10,T,THYS,herb,THYSANURA,6.5
ERFA,ERFA10,T,THYS,herb,THYSANURA,7
ERFA,ERFA11,T,ARAN,pred,ARANEAE,2.5
ERFA,ERFA11,T,ARAN,pred,ARANEAE,3
ERFA,ERFA11,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ERFA,ERFA11,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ERFA,ERFA11,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ERFA,ERFA11,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA11,T,AUCH,herb,AUCHENORRHYNCHA,3.5
ERFA,ERFA11,T,COLE,herb,COLEOPTERA,0.5
ERFA,ERFA11,T,COLE,herb,COLEOPTERA,2
ERFA,ERFA11,T,COLE,herb,COLEOPTERA,2
ERFA,ERFA11,T,COLE,herb,COLEOPTERA,2.5
ERFA,ERFA11,T,COLE,herb,COLEOPTERA,3
ERFA,ERFA11,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA11,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA11,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA11,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA11,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA11,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA11,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA11,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA11,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA11,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA11,T,HYME,pred,HYMENOPTERA,4.5
ERFA,ERFA11,T,NEUR,pred,NEUROPTERA,2
ERFA,ERFA11,T,ORTH,herb,ORTHOPTERA,3
ERFA,ERFA11,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA11,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA11,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA11,T,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA11,T,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA11,T,THYS,herb,THYSANURA,3
ERFA,ERFA12,T,ACAR,pred,ACARINA,0.5
ERFA,ERFA12,T,ACAR,pred,ACARINA,1
ERFA,ERFA12,T,ACAR,pred,ACARINA,1
ERFA,ERFA12,T,ACAR,pred,ACARINA,1.5
ERFA,ERFA12,T,ARAN,pred,ARANEAE,3.5
ERFA,ERFA12,T,AUCH,herb,AUCHENORRHYNCHA,1
ERFA,ERFA12,T,AUCH,herb,AUCHENORRHYNCHA,1
ERFA,ERFA12,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ERFA,ERFA12,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA12,T,AUCH,herb,AUCHENORRHYNCHA,3
ERFA,ERFA12,T,AUCH,herb,AUCHENORRHYNCHA,3
ERFA,ERFA12,T,COLE,herb,COLEOPTERA,0.5
ERFA,ERFA12,T,COLE,herb,COLEOPTERA,1.5
ERFA,ERFA12,T,COLE,herb,COLEOPTERA,2.5
ERFA,ERFA12,T,COLE,herb,COLEOPTERA,2.5
ERFA,ERFA12,T,COLE,herb,COLEOPTERA,3
ERFA,ERFA12,T,COLE,herb,COLEOPTERA,3
ERFA,ERFA12,T,COLE,herb,COLEOPTERA,3
ERFA,ERFA12,T,COLE,herb,COLEOPTERA,3
ERFA,ERFA12,T,DIPT,herb,DIPTERA,1.5
ERFA,ERFA12,T,HETE,omni,HETEROPTERA,1.5
ERFA,ERFA12,T,HETE,omni,HETEROPTERA,2
ERFA,ERFA12,T,HYME,pred,HYMENOPTERA,3
ERFA,ERFA12,T,STER,herb,STERNORRHYNCHA,0.5
ERFA,ERFA12,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA12,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA12,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA12,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA12,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA12,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA12,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA12,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA12,T,STER,herb,STERNORRHYNCHA,1.5
ERFA,ERFA12,T,STER,herb,STERNORRHYNCHA,2.5
ERFA,ERFA13,T,ARAN,pred,ARANEAE,2
ERFA,ERFA13,T,ARAN,pred,ARANEAE,2.5
ERFA,ERFA13,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA13,T,HYME,pred,HYMENOPTERA,2.5
ERFA,ERFA13,T,HYME,pred,HYMENOPTERA,2.5
ERFA,ERFA13,T,HYME,pred,HYMENOPTERA,3
ERFA,ERFA13,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA13,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA13,T,STER,herb,STERNORRHYNCHA,1.5
ERFA,ERFA13,T,STER,herb,STERNORRHYNCHA,1.5
ERFA,ERFA13,T,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA13,T,STER,herb,STERNORRHYNCHA,3
ERFA,ERFA13,T,THYS,herb,THYSANURA,1.5
ERFA,ERFA13,T,THYS,herb,THYSANURA,1.5
ERFA,ERFA13,T,THYS,herb,THYSANURA,2
ERFA,ERFA13,T,THYS,herb,THYSANURA,2.5
ERFA,ERFA13,T,COLE,herb,COLEOPTERA,2.5
ERFA,ERFA13,T,COLE,herb,COLEOPTERA,6
ERFA,ERFA13,T,THYS,herb,THYSANURA,6.5
ERFA,ERFA13,T,THYS,herb,THYSANURA,7
ERFA,ERFA2,T,ARAN,pred,ARANEAE,2
ERFA,ERFA2,T,ARAN,pred,ARANEAE,2
ERFA,ERFA2,T,ARAN,pred,ARANEAE,5.5
ERFA,ERFA2,T,COLE,herb,COLEOPTERA,1
ERFA,ERFA2,T,COLE,herb,COLEOPTERA,2.5
ERFA,ERFA2,T,COLE,herb,COLEOPTERA,3
ERFA,ERFA2,T,COLE,herb,COLEOPTERA,3.5
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,2
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,2
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,2
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,2
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,2
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,2
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,2
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,2
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,2
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,2.5
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,2.5
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,3
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,3
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HETE,omni,HETEROPTERA,1
ERFA,ERFA2,T,HYME,pred,HYMENOPTERA,2
ERFA,ERFA2,T,HYME,pred,HYMENOPTERA,2.5
ERFA,ERFA2,T,HYME,pred,HYMENOPTERA,3
ERFA,ERFA2,T,HYME,pred,HYMENOPTERA,3
ERFA,ERFA2,T,HYME,pred,HYMENOPTERA,3.5
ERFA,ERFA2,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA2,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA2,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA2,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA2,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA2,T,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA2,T,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA3,T,AUCH,herb,AUCHENORRHYNCHA,1
ERFA,ERFA3,T,AUCH,herb,AUCHENORRHYNCHA,2
ERFA,ERFA3,T,AUCH,herb,AUCHENORRHYNCHA,2
ERFA,ERFA3,T,HETE,omni,HETEROPTERA,1.5
ERFA,ERFA3,T,HETE,omni,HETEROPTERA,2
ERFA,ERFA3,T,HETE,omni,HETEROPTERA,3
ERFA,ERFA3,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA3,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA3,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA3,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA3,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA3,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA3,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA3,T,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA3,T,STER,herb,STERNORRHYNCHA,1.5
ERFA,ERFA3,T,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA3,T,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA4,C,ACAR,pred,ACARINA,0.5
ERFA,ERFA4,C,ACAR,pred,ACARINA,0.5
ERFA,ERFA4,C,ACAR,pred,ACARINA,1
ERFA,ERFA4,C,ARAN,pred,ARANEAE,1.5
ERFA,ERFA4,C,AUCH,herb,AUCHENORRHYNCHA,1
ERFA,ERFA4,C,AUCH,herb,AUCHENORRHYNCHA,1.5
ERFA,ERFA4,C,AUCH,herb,AUCHENORRHYNCHA,2
ERFA,ERFA4,C,AUCH,herb,AUCHENORRHYNCHA,2
ERFA,ERFA4,C,AUCH,herb,AUCHENORRHYNCHA,2
ERFA,ERFA4,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA4,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA4,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA4,C,AUCH,herb,AUCHENORRHYNCHA,3
ERFA,ERFA4,C,AUCH,herb,AUCHENORRHYNCHA,3
ERFA,ERFA4,C,COLE,herb,COLEOPTERA,2.5
ERFA,ERFA4,C,COLE,herb,COLEOPTERA,3
ERFA,ERFA4,C,HETE,omni,HETEROPTERA,1
ERFA,ERFA4,C,HETE,omni,HETEROPTERA,1.5
ERFA,ERFA4,C,HETE,omni,HETEROPTERA,1.5
ERFA,ERFA4,C,HYME,pred,HYMENOPTERA,1
ERFA,ERFA4,C,HYME,pred,HYMENOPTERA,3
ERFA,ERFA4,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA4,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA4,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA4,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA4,C,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA4,C,STER,herb,STERNORRHYNCHA,2
ERFA,ERFA4,C,THYS,herb,THYSANURA,0.5
ERFA,ERFA5,C,AUCH,herb,AUCHENORRHYNCHA,2
ERFA,ERFA5,C,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA5,C,COLE,herb,COLEOPTERA,1.5
ERFA,ERFA5,C,COLE,herb,COLEOPTERA,1.5
ERFA,ERFA5,C,COLE,herb,COLEOPTERA,2.5
ERFA,ERFA5,C,COLE,herb,COLEOPTERA,2.5
ERFA,ERFA5,C,COLE,herb,COLEOPTERA,2.5
ERFA,ERFA5,C,COLE,herb,COLEOPTERA,4
ERFA,ERFA5,C,HYME,pred,HYMENOPTERA,1.5
ERFA,ERFA5,C,HYME,pred,HYMENOPTERA,2.5
ERFA,ERFA5,C,HYME,pred,HYMENOPTERA,3
ERFA,ERFA5,C,HYME,pred,HYMENOPTERA,3
ERFA,ERFA5,C,HYME,pred,HYMENOPTERA,3.5
ERFA,ERFA5,C,NEUR,pred,NEUROPTERA,4
ERFA,ERFA5,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA5,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA5,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA5,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA5,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA5,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA5,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA5,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA5,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA5,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA5,C,STER,herb,STERNORRHYNCHA,1
ERFA,ERFA6,T,ARAN,pred,ARANEAE,3
ERFA,ERFA6,T,AUCH,herb,AUCHENORRHYNCHA,1.5
ERFA,ERFA6,T,AUCH,herb,AUCHENORRHYNCHA,2
ERFA,ERFA6,T,AUCH,herb,AUCHENORRHYNCHA,2.5
ERFA,ERFA6,T,AUCH,herb,AUCHENORRHYNCHA,3
