"species","Sample","treat","Order","feed","name","length","Taxa","a","b","biomass"
"ERFA","ERFA9","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ERFA","ERFA9","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ERFA","ERFA9","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ERPA","ERPA13","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ERPA","ERPA3","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ERPA","ERPA4","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ERPA","ERPA4","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ERPA","ERPA6","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME10","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME13","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME13","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME2","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME2","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME4","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME4","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME4","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME6","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME6","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME9","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME9","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ISME","ISME9","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"LUAL","LUAL1","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"LUAL","LUAL1","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"LUAL","LUAL11","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"LUAL","LUAL11","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"LUAL","LUAL11","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"LUAL","LUAL12","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"LUAL","LUAL12","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"LUAL","LUAL13","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"LUAL","LUAL7","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"LUAL","LUAL7","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAAP","SAAP1","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAAP","SAAP10","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAAP","SAAP11","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAAP","SAAP3","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAAP","SAAP6","C","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAAP","SAAP7","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAME","SAME1","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAME","SAME14","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAME","SAME3","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAME","SAME4","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAME","SAME4","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAME","SAME4","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAME","SAME4","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAME","SAME4","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"SAME","SAME7","T","COLE","herb","COLEOPTERA",2,"COLEOPTERA",0.041,2.64,0.255565982128644
"ARCA","ARCA10","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ARCA","ARCA9","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ARDO","ARDO1","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ARDO","ARDO13","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ARDO","ARDO3","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ARDO","ARDO4","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ARDO","ARDO8","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA10","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA11","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA11","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA11","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA11","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA11","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA4","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA4","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA4","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA5","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA7","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ENCA","ENCA7","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA11","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA12","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA12","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA2","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA4","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA5","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA5","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA5","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA6","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA7","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA7","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA7","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA7","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERFA","ERFA7","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERPA","ERPA12","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERPA","ERPA12","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERPA","ERPA13","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERPA","ERPA13","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERPA","ERPA7","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERPA","ERPA7","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERPA","ERPA7","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERPA","ERPA8","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERPA","ERPA8","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ERPA","ERPA8","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME1","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME10","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME10","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME11","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME11","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME11","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME12","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME12","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME12","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME12","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME12","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME13","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME13","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME2","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME2","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME6","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME6","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME6","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME7","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ISME","ISME9","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"LUAL","LUAL1","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"LUAL","LUAL1","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"LUAL","LUAL1","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"LUAL","LUAL12","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"LUAL","LUAL2","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"LUAL","LUAL3","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"LUAL","LUAL3","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"LUAL","LUAL7","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"LUAL","LUAL9","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"LUAL","LUAL9","C","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"SAAP","SAAP1","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"SAAP","SAAP10","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"SAAP","SAAP10","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"SAAP","SAAP10","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"SAAP","SAAP10","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"SAAP","SAAP11","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"SAAP","SAAP11","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"SAAP","SAAP11","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"SAME","SAME5","T","COLE","herb","COLEOPTERA",2.5,"COLEOPTERA",0.041,2.64,0.460622851607852
"ARCA","ARCA10","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARCA","ARCA10","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARCA","ARCA10","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARCA","ARCA11","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARCA","ARCA14","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARCA","ARCA14","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARCA","ARCA4","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARCA","ARCA6","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARCA","ARCA6","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARCA","ARCA6","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARCA","ARCA9","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO12","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO12","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO12","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO12","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO12","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO3","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO4","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO4","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO4","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO4","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO4","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO8","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ARDO","ARDO8","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA1","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA1","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA3","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA3","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA3","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA4","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA4","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA4","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA4","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA4","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA5","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA5","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA5","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA5","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA5","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA5","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA7","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA7","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA7","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA7","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA7","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA8","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA8","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA8","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA8","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA9","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ENCA","ENCA9","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERFA","ERFA11","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERFA","ERFA12","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERFA","ERFA12","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERFA","ERFA12","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERFA","ERFA12","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERFA","ERFA2","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERFA","ERFA4","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERFA","ERFA7","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERFA","ERFA9","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERFA","ERFA9","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA12","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA12","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA13","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA3","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA3","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA3","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA3","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA3","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA5","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA8","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA8","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA8","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA8","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA8","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA8","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ERPA","ERPA8","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME10","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME10","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME10","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME10","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME10","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME10","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME11","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME12","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME12","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME12","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME12","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME12","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME13","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME13","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME13","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME13","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME13","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME13","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME13","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME13","C","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME3","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME4","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
"ISME","ISME4","T","COLE","herb","COLEOPTERA",3,"COLEOPTERA",0.041,2.64,0.745390698765234
